@RELATION BugPrediction-unified-class.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE numberOfVersionsUntil NUMERIC
    @ATTRIBUTE numberOfFixesUntil NUMERIC
    @ATTRIBUTE numberOfRefactoringsUntil NUMERIC
    @ATTRIBUTE numberOfAuthorsUntil NUMERIC
    @ATTRIBUTE linesAddedUntil NUMERIC
    @ATTRIBUTE maxLinesAddedUntil NUMERIC
    @ATTRIBUTE avgLinesAddedUntil NUMERIC
    @ATTRIBUTE linesRemovedUntil NUMERIC
    @ATTRIBUTE maxLinesRemovedUntil NUMERIC
    @ATTRIBUTE avgLinesRemovedUntil NUMERIC
    @ATTRIBUTE codeChurnUntil NUMERIC
    @ATTRIBUTE maxCodeChurnUntil NUMERIC
    @ATTRIBUTE avgCodeChurnUntil NUMERIC
    @ATTRIBUTE ageWithRespectTo NUMERIC
    @ATTRIBUTE weightedAgeWithRespectTo NUMERIC
    @ATTRIBUTE cbo NUMERIC
    @ATTRIBUTE dit NUMERIC
    @ATTRIBUTE fanIn NUMERIC
    @ATTRIBUTE fanOut NUMERIC
    @ATTRIBUTE lcom NUMERIC
    @ATTRIBUTE noc NUMERIC
    @ATTRIBUTE numberOfAttributes NUMERIC
    @ATTRIBUTE numberOfAttributesInherited NUMERIC
    @ATTRIBUTE numberOfLinesOfCode NUMERIC
    @ATTRIBUTE numberOfMethods NUMERIC
    @ATTRIBUTE numberOfMethodsInherited NUMERIC
    @ATTRIBUTE numberOfPrivateAttributes NUMERIC
    @ATTRIBUTE numberOfPrivateMethods NUMERIC
    @ATTRIBUTE numberOfPublicAttributes NUMERIC
    @ATTRIBUTE numberOfPublicMethods NUMERIC
    @ATTRIBUTE rfc NUMERIC
    @ATTRIBUTE wmc NUMERIC
    @ATTRIBUTE CvsEntropy NUMERIC
    @ATTRIBUTE CvsWEntropy NUMERIC
    @ATTRIBUTE CvsLinEntropy NUMERIC
    @ATTRIBUTE CvsLogEntropy NUMERIC
    @ATTRIBUTE CvsExpEntropy NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,2,2,2,6,10,2,4,14,18,1,0.37037,20,14,3,0,0.37037,20,1,1,0,0,1,34,54,19,12,1,1,4,0,2,0,62,19,3,18,4,34,54,19,12,1,1,4,0,2,0,62,19,3,18,4,24,3,0,7,71.0,11.0,2.95833,71.0,14.0,2.95833,0.0,7.0,0.0,261.571,27.662,7,2,2,6,6,0,1,18,38.0,4.0,62,0,0,1.0,2,25.0,6.0,5.41015,0.00258936,0.00824376,0.129025,0.00123329,false
    0.187952,1,4,1,0.154545,0.204819,17,17,4,3,2,24,21,3,5,22,36,0.5,0.290598,34,28,6,6,0.290598,34,6,12,1,1,2,83,110,41,78,0,8,14,0,11,0,147,51,33,104,1,83,110,41,78,0,8,14,0,11,0,147,51,33,104,1,45,11,0,7,337.0,78.0,7.48889,213.0,78.0,4.73333,124.0,35.0,2.75556,367.0,122.181,14,7,3,13,91,1,0,69,81.0,14.0,229,0,0,0.0,11,59.0,23.0,15.7259,0.018149,0.137737,8.26406,0.169655,true
    0.224522,2,8,3,0.207101,0.230769,35,30,5,7,3,34,23,7,10,22,37,0.833333,0.244048,41,34,10,2,0.239766,41,5,9,3,6,1,127,166,41,72,0,8,15,0,11,1,135,85,33,95,1,130,169,44,122,0,9,16,0,12,1,231,86,35,166,1,43,6,0,6,409.0,105.0,9.51163,317.0,110.0,7.37209,92.0,79.0,2.13953,367.0,133.861,18,6,3,15,91,3,0,53,127.0,14.0,170,0,1,0.0,10,61.0,29.0,15.7424,0.0310248,0.149122,8.29536,0.216848,true
    0.127881,4,15,4,0.109855,0.123791,68,64,3,6,6,138,39,4,6,74,108,0.6,0.172471,104,66,15,10,0.170144,106,6,12,1,1,2,499,599,45,90,4,20,34,0,24,0,167,359,33,117,1,517,619,46,91,5,21,37,0,27,1,170,365,33,120,2,121,27,0,9,1943.0,305.0,16.0579,1245.0,305.0,10.2893,698.0,150.0,5.76859,367.0,146.939,32,7,3,31,465,1,4,69,529.0,31.0,240,0,4,0.0,22,241.0,118.0,25.6644,0.116277,0.181872,8.57348,0.283185,true
    0.289628,10,75,15,0.24707,0.323298,253,247,15,6,6,211,63,18,19,92,162,0.833333,0.25,255,195,55,11,0.25,255,6,13,1,1,3,765,1024,58,102,5,34,70,1,65,0,203,467,46,158,1,765,1024,58,102,5,34,70,1,65,0,203,467,46,158,1,183,30,0,9,2680.0,542.0,14.6448,1779.0,542.0,9.72131,901.0,84.0,4.9235,367.0,108.119,48,7,10,43,1540,1,5,81,698.0,56.0,263,4,0,0.0,51,367.0,177.0,29.2704,0.0697392,0.186933,8.66042,0.284892,true
    0,0,0,0,0,0,0,0,1,3,3,75,34,2,2,48,56,0.5,0.109215,32,6,2,2,0.109215,32,1,1,0,0,1,261,323,6,0,2,0,8,0,3,0,19,212,0,3,0,261,323,6,0,2,0,8,0,3,0,19,212,0,3,0,20,6,0,7,250.0,94.0,12.5,124.0,60.0,6.2,126.0,43.0,6.3,192.0,152.038,16,2,1,15,15,0,2,3,216.0,6.0,12,2,3,0.0,3,57.0,52.0,11.4729,0.107001,0.162806,8.23713,0.288635,false
    0,0,0,0,0,0,0,0,1,4,4,86,8,2,2,4,29,0.954545,0.259009,115,86,21,1,0.257206,116,1,1,1,1,1,329,442,11,7,11,7,25,0,21,3,25,215,0,21,3,335,448,11,7,11,7,27,0,23,3,27,217,0,23,3,73,8,0,7,1847.0,572.0,25.3014,2129.0,651.0,29.1644,-282.0,19.0,-3.86301,367.0,45.9869,6,1,1,5,231,1,11,0,275.0,22.0,25,0,0,0.0,18,83.0,62.0,8.8113,0.0126229,0.123881,8.09315,0.143511,false
    0,0,0,0,0,0,0,0,2,2,2,9,5,1,3,5,10,1,0.375,21,19,3,0,0.375,21,2,2,0,0,1,35,56,11,6,1,0,5,0,2,0,50,21,0,35,3,35,56,11,6,1,0,5,0,2,0,50,21,0,35,3,26,6,0,5,160.0,54.0,6.15385,138.0,54.0,5.30769,22.0,12.0,0.846154,367.0,99.8339,3,3,1,2,6,0,1,10,32.0,4.0,59,1,0,0.0,1,16.0,8.0,6.85444,0.00690273,0.012161,0.168806,0.00614579,false
    0,0,0,0,0,0,0,0,1,1,1,10,4,3,5,2,8,0.333333,0.257143,9,8,2,4,0.257143,9,1,1,0,0,1,26,34,1,1,1,0,6,1,5,0,11,15,1,10,1,26,34,1,1,1,0,6,1,5,0,11,15,1,10,1,16,3,0,6,51.0,11.0,3.1875,46.0,9.0,2.875,5.0,10.0,0.3125,261.571,25.8964,6,2,3,3,15,0,1,0,23.0,6.0,13,0,1,1.0,5,11.0,10.0,5.1154,0.00225268,0.00769445,0.121597,0.00113041,false
    0,0,0,0,0,0,0,0,3,1,1,15,10,8,16,13,21,0.714286,0.372881,44,37,5,2,0.379032,47,0,0,0,0,0,74,115,4,4,4,4,8,0,6,0,8,34,0,6,0,77,121,4,4,4,4,9,0,7,0,9,35,0,7,0,45,7,0,5,662.0,164.0,14.7111,802.0,190.0,17.8222,-140.0,20.0,-3.11111,367.0,55.3455,15,1,7,8,36,0,4,0,70.0,9.0,8,1,0,0.0,7,40.0,15.0,10.492,0.0122213,0.143062,8.17295,0.21092,false
    0,0,0,0,0,0,0,0,1,2,2,9,8,2,3,6,12,0,0.0625,2,0,0,6,0.0625,2,2,3,0,0,1,30,36,55,1,1,0,6,1,5,0,22,14,50,14,0,30,36,55,1,1,0,6,1,5,0,22,14,50,14,0,10,3,0,4,21.0,5.0,2.1,18.0,5.0,1.8,3.0,3.0,0.3,191.571,37.898,2,2,0,2,10,0,1,54,23.0,5.0,19,0,1,1.0,4,16.0,8.0,7.57299,0.00405123,0.0117578,0.181247,0.0023069,true
    0,0,0,0,0,0,0,0,1,1,1,7,3,2,3,4,7,0,0.105263,2,0,0,4,0.105263,2,2,2,0,0,1,17,20,7,3,1,0,3,1,3,0,14,8,2,13,1,17,20,7,3,1,0,3,1,3,0,14,8,2,13,1,7,3,0,4,19.0,7.0,2.71429,13.0,5.0,1.85714,6.0,6.0,0.857143,191.571,95.6842,1,2,0,1,1,0,1,1,9.0,2.0,18,0,0,1.0,2,6.0,4.0,6.50029,0.00472774,0.0162024,0.172037,0.0284823,false
    0,0,0,0,0,0,0,0,2,2,2,11,11,3,6,18,23,0.333333,0.385714,27,10,1,2,0.385714,27,1,1,3,3,1,43,80,19,12,1,1,5,0,2,0,64,24,3,18,4,43,80,19,12,1,1,5,0,2,0,64,24,3,18,4,12,2,0,3,36.0,7.0,3.0,10.0,4.0,0.833333,26.0,7.0,2.16667,105.0,69.9286,12,2,3,9,10,3,1,18,63.0,5.0,62,0,0,0.0,2,23.0,11.0,8.1662,0.0228405,0.176531,8.1991,0.337802,false
    0.0654206,2,3,2,0.0704961,0.0857664,54,47,7,4,4,148,58,26,46,86,138,0.74359,0.282913,202,162,29,10,0.274769,208,3,11,0,0,3,512,723,53,57,2,23,52,0,38,0,141,323,44,96,0,549,766,53,57,2,23,66,0,52,0,155,332,44,110,0,165,15,0,8,2290.0,594.0,13.8788,1878.0,594.0,11.3818,412.0,70.0,2.49697,367.0,88.614,51,4,22,34,990,0,2,63,549.0,45.0,161,0,3,0.0,31,243.0,124.0,29.5302,0.0696223,0.209951,8.71354,0.358359,false
    0,0,0,0,0,0,0,0,1,3,3,30,26,2,2,31,38,1,0.294737,56,41,1,0,0.294737,56,2,3,0,0,2,134,191,17,1,2,0,7,0,0,0,15,118,12,7,2,134,191,17,1,2,0,7,0,0,0,15,118,12,7,2,53,5,0,6,588.0,183.0,11.0943,550.0,183.0,10.3774,38.0,34.0,0.716981,367.0,73.7826,18,3,2,18,28,0,2,15,149.0,8.0,17,0,4,0.0,0,77.0,29.0,7.49694,0.0123853,0.0113635,0.178442,0.00189122,true
    0,0,0,0,0,0,0,0,2,2,2,19,21,1,2,26,35,0.125,0.175676,13,6,1,7,0.175676,13,4,16,0,0,1,61,85,61,74,1,4,9,1,7,0,191,38,51,146,0,61,85,61,74,1,4,9,1,7,0,191,38,51,146,0,65,5,0,8,646.0,64.0,9.93846,1489.0,625.0,22.9077,-843.0,34.0,-12.9692,328.143,96.705,11,5,1,11,36,0,1,71,68.0,9.0,279,0,0,1.0,7,41.0,18.0,11.2467,0.0615187,0.141369,8.18253,0.201912,false
    0,0,0,0,0,0,0,0,1,1,1,12,3,5,5,2,7,0,0,0,0,0,5,0,0,1,2,0,0,2,32,38,7,3,0,2,5,0,4,0,13,12,7,12,0,32,38,7,3,0,2,5,0,4,0,13,12,7,12,0,7,2,0,3,27.0,10.0,3.85714,26.0,9.0,3.71429,1.0,1.0,0.142857,169.143,14.3651,4,2,3,1,6,0,0,7,27.0,4.0,17,0,1,0.0,3,7.0,11.0,6.4938,0.00427977,0.00897411,0.151433,7.84485e-4,false
    0,0,0,0,0,0,0,0,1,1,1,8,2,3,3,1,7,0,0.0384615,1,0,0,7,0.0384615,1,1,1,0,0,1,25,33,4,2,2,2,6,0,6,0,6,10,2,6,0,25,33,4,2,2,2,6,0,6,0,6,10,2,6,0,2,1,0,2,4.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,173.0,0.142857,5,1,3,2,15,0,2,2,21.0,6.0,10,2,0,0.0,6,9.0,8.0,1.70656,9.79144e-4,0.00197306,0.038262,3.30855e-5,false
    0.0606897,1,12,2,0.0503876,0.0539216,26,22,1,6,6,116,20,6,3,52,63,0.285714,0.158763,77,25,2,5,0.158763,77,0,0,0,0,0,408,516,8,1,8,1,11,4,6,0,11,306,4,6,0,408,516,8,1,8,1,11,4,6,0,11,306,4,6,0,15,2,0,2,120.0,27.0,8.0,48.0,20.0,3.2,72.0,26.0,4.8,105.0,60.5952,18,1,2,17,55,0,8,0,469.0,11.0,8,0,5,8.0,6,159.0,108.0,14.2639,0.0765557,0.204926,8.39423,0.435957,true
    0.0875576,7,53,12,0.0707071,0.0903328,119,114,1,8,8,406,28,24,39,61,107,0.8,0.23044,377,196,24,6,0.229878,377,1,1,0,0,1,1259,1679,48,14,43,14,46,34,29,0,46,881,39,29,0,1263,1683,50,14,45,14,46,34,29,0,46,881,39,29,0,128,12,0,9,5536.0,1358.0,43.25,3522.0,1358.0,27.5156,2014.0,449.0,15.7344,367.0,164.919,46,1,21,27,946,0,43,5,1340.0,44.0,21,8,10,8.0,28,567.0,396.0,27.2818,0.402768,0.196934,8.63408,0.317245,true
    0,0,0,0,0,0,0,0,1,4,4,12,9,3,3,8,10,0.333333,0.301587,19,4,1,2,0.301587,19,0,0,0,0,0,44,58,1,0,1,0,2,0,2,0,2,32,0,2,0,44,58,1,0,1,0,2,0,2,0,2,32,0,2,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0,6,1,3,3,1,0,1,0,51.0,2.0,8,1,0,0.0,2,18.0,11.0,0,0,0,0,0,true
    0,0,0,0,0,0,0,0,1,5,5,34,19,1,1,39,44,1,0.346369,62,47,3,0,0.346369,62,1,1,0,0,1,117,165,18,13,0,2,5,0,2,0,63,75,3,18,4,117,165,18,13,0,2,5,0,2,0,63,75,3,18,4,73,5,0,7,777.0,178.0,10.6438,674.0,178.0,9.23288,103.0,41.0,1.41096,367.0,73.5067,13,2,1,13,10,0,0,18,141.0,5.0,62,0,0,0.0,2,66.0,31.0,9.60428,0.00430976,0.0146864,0.22883,0.00333713,false
    0.0680289,3,9,4,0.0617188,0.0813287,79,71,9,6,6,248,79,41,48,139,234,0.952381,0.319901,389,296,80,4,0.312057,396,3,15,3,3,4,827,1228,60,71,4,36,95,1,83,0,183,512,50,140,0,873,1280,61,144,5,37,111,1,99,0,387,525,50,301,1,291,15,0,11,4847.0,924.0,16.6564,4041.0,924.0,13.8866,806.0,406.0,2.76976,367.0,96.6624,69,4,28,51,3081,2,4,68,830.0,79.0,200,1,0,1.0,67,442.0,216.0,30.9896,0.13539,0.195781,8.71141,0.309577,true
    0,0,0,0,0,0,0,0,0,0,0,3,3,6,2,1,4,0.666667,0.533333,16,16,2,1,0.533333,16,2,2,1,1,1,14,34,6,3,3,2,3,1,2,1,11,3,1,9,3,14,34,6,3,3,2,3,1,2,1,11,3,1,9,3,23,5,0,6,122.0,42.0,5.30435,138.0,42.0,6.0,-16.0,16.0,-0.695652,367.0,84.4309,4,3,3,1,6,1,3,3,9.0,4.0,17,0,0,1.0,3,5.0,3.0,10.7711,0.00781561,0.131699,8.15155,0.169684,false
    0,0,0,0,0,0,0,0,1,3,3,22,33,3,2,24,32,0.6,0.355556,80,52,3,2,0.355263,81,2,3,0,0,1,145,214,28,4,0,3,8,0,4,0,32,66,27,20,1,147,217,28,4,0,3,9,0,5,0,33,66,27,21,1,74,7,0,9,423.0,44.0,5.71622,352.0,50.0,4.75676,71.0,17.0,0.959459,325.0,119.241,7,2,1,6,21,0,0,28,57.0,7.0,25,0,0,0.0,3,17.0,8.0,18.4584,0.0435567,0.148013,8.34492,0.192392,false
    0.116096,2,14,3,0.0799397,0.100806,53,50,2,9,3,100,63,3,7,45,81,0.941176,0.205788,128,109,16,1,0.2048,128,1,2,1,1,2,494,660,15,3,15,3,36,0,16,1,54,377,0,34,1,497,663,34,31,15,3,37,0,17,1,100,378,1,69,10,94,6,0,8,2095.0,542.0,22.2872,2143.0,579.0,22.7979,-48.0,124.0,-0.510638,367.0,102.386,40,2,3,38,630,1,15,0,525.0,36.0,36,0,2,0.0,16,252.0,99.0,15.7278,0.0726696,0.180249,8.36256,0.313255,true
    0,0,0,0,0,0,0,0,2,4,3,44,27,3,3,37,47,1,0.425532,100,99,3,0,0.425532,100,2,3,1,2,2,135,208,35,16,1,3,10,0,2,0,83,83,15,20,6,135,208,35,16,1,3,10,0,2,0,83,83,15,20,6,57,6,0,7,667.0,263.0,11.7018,663.0,263.0,11.6316,4.0,14.0,0.0701754,367.0,62.2949,21,3,0,21,28,1,1,34,124.0,8.0,78,1,2,0.0,1,78.0,38.0,17.8759,0.0131251,0.151972,8.34094,0.208135,false
    0.206926,1,8,1,0.213992,0.224771,52,49,1,5,5,47,15,4,4,38,44,0,0.0572917,11,4,0,3,0.0603448,14,1,1,1,1,1,181,203,22,11,4,0,6,0,2,0,64,115,3,18,4,218,243,22,11,4,0,7,0,3,0,65,138,3,19,4,35,7,0,7,215.0,50.0,6.14286,148.0,46.0,4.22857,67.0,41.0,1.91429,281.143,35.0671,15,2,2,13,15,1,4,18,223.0,6.0,62,0,0,4.0,2,104.0,46.0,13.7034,0.00847021,0.148299,8.25014,0.213692,true
    0.0633484,1,8,2,0.0501567,0.0615711,32,29,2,8,8,138,36,3,3,93,114,1,0.278714,182,124,3,0,0.278714,182,2,3,1,2,2,471,638,37,15,3,2,21,0,2,0,94,345,15,20,6,471,638,37,15,3,2,21,0,2,0,94,345,15,20,6,131,20,0,7,2700.0,580.0,20.6107,2515.0,580.0,19.1985,185.0,42.0,1.41221,367.0,79.1748,31,3,2,29,171,1,3,34,516.0,19.0,78,0,12,0.0,1,278.0,125.0,17.5543,0.0834168,0.15278,8.3368,0.213493,true
    0,0,0,0,0,0,0,0,1,5,5,21,17,2,2,28,33,1,0.350365,48,45,3,0,0.350365,48,1,1,0,0,1,89,119,20,13,2,2,5,0,2,0,63,56,3,18,4,89,119,20,13,2,2,5,0,2,0,63,56,3,18,4,51,7,0,6,437.0,149.0,8.56863,352.0,149.0,6.90196,85.0,20.0,1.66667,367.0,65.764,14,2,2,12,10,0,2,18,87.0,5.0,62,0,0,0.0,2,58.0,19.0,9.60485,0.00599819,0.014692,0.228743,0.00353979,false
    0,0,0,0,0,0,0,0,3,4,4,40,19,8,21,35,55,1,0.489437,139,128,6,0,0.489437,139,1,1,3,7,1,145,276,25,16,7,5,20,0,5,2,78,78,3,21,6,145,276,25,16,7,5,20,0,5,2,78,78,3,21,6,52,7,0,6,1072.0,316.0,20.6154,1049.0,316.0,20.1731,23.0,17.0,0.442308,367.0,70.7504,19,2,8,11,190,3,7,18,142.0,20.0,62,0,0,0.0,5,85.0,36.0,9.44761,0.0373517,0.141003,8.14618,0.209916,false
    0,0,0,0,0,0,0,0,2,4,4,23,18,2,2,21,30,1,0.290909,32,31,3,0,0.290909,32,3,3,0,0,1,78,101,28,19,0,3,9,0,2,0,92,43,3,24,7,78,101,28,19,0,3,9,0,2,0,92,43,3,24,7,42,8,0,7,334.0,103.0,7.95238,278.0,103.0,6.61905,56.0,18.0,1.33333,367.0,97.4341,14,4,2,12,36,0,0,28,77.0,9.0,91,0,2,0.0,2,45.0,22.0,10.984,0.017524,0.138206,8.16614,0.198805,false
    0.165517,1,3,1,0.0909091,0.134146,11,11,2,3,3,21,24,2,2,28,35,1,0.397059,54,49,4,0,0.397059,54,2,2,0,0,1,82,121,27,16,2,2,7,0,3,0,81,55,3,23,6,82,121,27,16,2,2,7,0,3,0,81,55,3,23,6,49,4,0,7,405.0,136.0,8.26531,338.0,136.0,6.89796,67.0,17.0,1.36735,367.0,104.855,17,3,2,15,21,0,2,25,83.0,7.0,82,0,0,0.0,3,49.0,20.0,15.9473,0.0267405,0.150379,8.29942,0.210012,false
    0,0,0,0,0,0,0,0,3,5,5,19,15,2,2,14,20,1,0.378947,36,32,3,0,0.378947,36,3,3,0,0,1,59,85,29,17,1,1,6,0,2,0,89,33,3,24,7,59,85,29,17,1,1,6,0,2,0,89,33,3,24,7,38,5,0,7,283.0,116.0,7.44737,276.0,116.0,7.26316,7.0,8.0,0.184211,367.0,62.9692,12,4,2,10,15,0,1,28,59.0,6.0,91,0,0,0.0,2,27.0,17.0,8.7196,0.0103796,0.13446,8.11095,0.198195,false
    0,0,0,0,0,0,0,0,3,4,4,17,17,2,2,21,29,1,0.290323,27,26,3,0,0.290323,27,3,3,0,0,1,66,86,29,18,1,2,8,0,2,0,91,41,3,24,7,66,86,29,18,1,2,8,0,2,0,91,41,3,24,7,40,6,0,7,385.0,115.0,9.625,339.0,115.0,8.475,46.0,24.0,1.15,367.0,93.5184,12,4,2,10,28,0,1,28,64.0,8.0,91,0,1,0.0,2,38.0,17.0,11.0281,0.0244016,0.137491,8.16421,0.198335,false
    0.274809,1,3,1,0.125,0.192982,11,11,2,2,2,15,22,2,2,19,26,1,0.418367,41,38,4,0,0.418367,41,2,2,0,0,1,57,88,26,16,1,2,7,0,3,0,81,34,3,23,6,57,88,26,16,1,2,7,0,3,0,81,34,3,23,6,40,4,0,7,326.0,134.0,8.15,323.0,134.0,8.075,3.0,14.0,0.075,367.0,65.1613,13,3,2,11,21,0,1,25,57.0,7.0,82,0,0,0.0,3,31.0,14.0,11.9751,0.0144735,0.142277,8.19773,0.205538,false
    0,0,0,0,0,0,0,0,1,5,5,21,17,1,1,27,31,1,0.360902,48,47,3,0,0.360902,48,1,1,0,0,1,85,115,19,12,1,1,4,0,2,0,62,61,3,18,4,85,115,19,12,1,1,4,0,2,0,62,61,3,18,4,51,9,0,7,426.0,143.0,8.35294,394.0,143.0,7.72549,32.0,13.0,0.627451,367.0,88.2921,8,2,1,8,6,0,1,18,83.0,4.0,62,0,0,0.0,2,48.0,21.0,14.8353,0.0210936,0.151772,8.28236,0.219943,false
    0.460177,1,4,2,0.272727,0.444444,24,24,2,1,1,15,14,4,14,10,17,1,0.44898,44,44,7,0,0.44898,44,1,1,0,0,1,54,88,19,12,1,1,7,0,6,0,65,30,3,22,4,54,88,19,12,1,1,7,0,6,0,65,30,3,22,4,21,2,0,6,246.0,104.0,11.7143,229.0,104.0,10.9048,17.0,12.0,0.809524,367.0,55.2096,8,2,4,4,10,0,1,18,35.0,5.0,62,0,0,0.0,4,15.0,12.0,2.50744,0.0015187,0.00287293,0.0561041,4.51575e-5,false
    0,0,0,0,0,0,0,0,1,3,3,29,25,4,15,29,39,1,0.303867,55,48,3,0,0.303867,55,2,2,4,4,1,126,176,28,17,3,2,10,0,2,1,86,87,3,23,7,126,176,28,17,3,2,10,0,2,1,86,87,3,23,7,50,8,0,9,533.0,143.0,10.66,453.0,143.0,9.06,80.0,56.0,1.6,367.0,98.5864,20,3,4,16,45,4,3,25,126.0,10.0,82,0,1,0.0,2,83.0,27.0,15.0958,0.0360206,0.144342,8.26384,0.199481,true
    0,0,0,0,0,0,0,0,3,2,2,16,15,3,3,14,22,1,0.303371,27,25,3,0,0.303371,27,3,3,0,0,1,62,81,28,19,0,3,8,0,2,0,91,30,3,24,7,62,81,28,19,0,3,8,0,2,0,91,30,3,24,7,41,6,0,7,337.0,105.0,8.21951,316.0,105.0,7.70732,21.0,15.0,0.512195,367.0,80.2128,11,4,3,8,28,0,0,28,62.0,8.0,91,0,1,0.0,2,35.0,16.0,8.7196,0.0137488,0.13446,8.11095,0.198195,false
    0,0,0,0,0,0,0,0,2,1,1,4,3,16,0,1,4,0.333333,0.315789,6,4,1,2,0.315789,6,1,1,0,0,1,13,18,2,1,2,0,3,2,2,0,8,4,2,7,1,13,18,2,1,2,0,3,2,2,0,8,4,2,7,1,23,3,0,6,81.0,19.0,3.52174,81.0,14.0,3.52174,0.0,17.0,0.0,261.571,28.3104,1,2,0,1,3,0,2,0,10.0,3.0,13,0,1,1.0,2,5.0,4.0,5.16293,0.00259879,0.00956296,0.128391,0.00567792,false
    0,0,0,0,0,0,0,0,1,4,4,26,18,2,2,36,45,1,0.337748,51,46,2,0,0.337748,51,2,2,0,0,1,100,145,24,15,2,2,9,0,1,0,82,73,3,19,6,100,145,24,15,2,2,9,0,1,0,82,73,3,19,6,60,8,0,7,653.0,163.0,10.8833,626.0,163.0,10.4333,27.0,17.0,0.45,367.0,74.995,16,3,2,14,36,0,2,22,102.0,9.0,78,0,2,0.0,1,61.0,26.0,14.4964,0.0184317,0.147981,8.26365,0.211882,false
    0,0,0,0,0,0,0,0,2,3,3,28,14,2,1,22,28,0,0.0884956,10,6,0,2,0.0930233,12,1,1,0,0,1,103,128,20,11,2,0,6,0,1,0,64,67,3,17,4,117,144,20,11,2,0,7,0,2,0,65,75,3,18,4,21,6,0,5,138.0,55.0,6.57143,106.0,37.0,5.04762,32.0,18.0,1.52381,281.143,48.5166,12,2,1,11,15,0,2,18,120.0,6.0,62,0,0,2.0,1,49.0,26.0,10.025,0.00933103,0.143124,8.16441,0.21225,false
    0,0,0,0,0,0,0,0,2,3,3,32,13,1,1,16,21,1,0.275862,32,25,1,0,0.275862,32,2,2,0,0,1,84,113,22,14,0,1,5,0,0,0,78,65,3,18,6,84,113,22,14,0,1,5,0,0,0,78,65,3,18,6,52,10,0,7,355.0,130.0,6.82692,355.0,130.0,6.82692,0.0,10.0,0.0,367.0,51.1952,9,3,1,8,10,0,0,22,90.0,5.0,78,0,1,0.0,0,34.0,30.0,9.5041,0.00532485,0.136917,8.13451,0.199167,false
    0.0350715,2,9,2,0.045283,0.0554156,24,22,9,6,6,89,18,13,29,25,47,0.227273,0.176842,84,51,5,17,0.176349,85,0,0,0,0,0,391,524,21,4,21,4,22,14,21,0,22,278,14,21,0,397,530,21,4,21,4,24,14,23,0,24,280,14,23,0,63,4,0,7,1440.0,111.0,22.8571,844.0,115.0,13.3968,596.0,111.0,9.46032,258.0,71.1393,33,1,8,28,231,0,21,0,419.0,22.0,8,7,1,14.0,21,168.0,79.0,26.7583,0.105157,0.187161,8.61032,0.300133,true
