@RELATION GitHub-unified-file.arff

    @ATTRIBUTE McCC NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NumberOfCommitters NUMERIC
    @ATTRIBUTE NumberOfDeveloperCommits NUMERIC
    @ATTRIBUTE NumberOfPreviousModifications NUMERIC
    @ATTRIBUTE NumberOfPreviousFixes NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    72,0,1,11,683,775,4,0,1,4843,false
    1,0,0,2,18,25,3,0,1,4843,false
    4,0,0,12,151,179,9,0,1,4843,false
    2,0,0,6,31,41,2,0,1,4843,false
    1,0,0,2,21,28,2,0,1,4843,false
    12,0,0,3,177,208,8,0,1,4843,false
    57,0,0,12,373,401,6,0,2,4843,false
    74,0,0,10,685,858,6,0,1,4843,false
    4,0,0,4,81,101,12,0,1,4843,false
    15,0,0,4,112,124,33,0,2,4843,false
    1,0,0,2,5,7,1,0,1,4843,false
    1,0,0,1,6,9,2,0,1,4843,false
    5,0,1,2,37,60,1,0,1,4843,false
    3,0,1,1,24,33,8,0,2,4843,false
    5,0,0,2,34,41,8,0,1,4843,false
    3,0,0,3,89,100,11,0,1,4843,false
    18,0,0,4,159,172,14,0,1,4843,false
    13,0,0,5,174,246,16,0,1,4843,false
    17,0,0,5,147,166,23,1,1,4843,false
    40,0,0,16,345,378,47,0,4,4843,false
    1,0,0,5,20,28,10,0,2,4843,false
    1,0,0,2,13,21,7,0,2,4843,false
    28,0,0,3,143,167,11,0,2,4843,false
    17,0,0,0,70,76,5,0,1,4843,false
    5,0,0,3,67,81,14,0,3,4843,false
    17,0,0,11,93,109,9,0,1,4843,false
    19,0,0,5,150,167,28,0,3,4843,false
    27,0,0,2,149,165,16,0,2,4843,false
    15,0,0,0,130,147,21,0,3,4843,false
    1,0,0,0,5,7,1,0,1,4843,false
    15,0,0,13,116,149,11,0,1,4843,false
    25,0,0,7,210,228,6,0,1,4843,false
    5,0,0,4,46,61,8,0,1,4843,false
    41,0,0,0,249,276,15,0,1,4843,false
    31,0,0,14,190,213,12,0,1,4843,false
    14,0,0,0,86,107,7,0,1,4843,false
    14,0,0,2,246,288,19,0,1,4843,false
    58,0,0,0,286,353,20,0,2,4843,false
    1,0,0,0,7,10,4,0,1,4843,false
    6,0,0,2,27,32,4,0,1,4843,false
    4,0,0,6,66,85,15,0,2,4843,false
    1,0,0,2,12,18,3,0,1,4843,false
    14,0,0,15,106,125,8,0,1,4843,false
    7,0,0,4,64,77,14,0,1,4843,false
    5,0,0,6,91,110,13,0,2,4843,false
    1,0,0,2,12,18,3,0,1,4843,false
    1,0,0,6,68,86,14,0,2,4843,false
    1,0,0,2,12,18,3,0,1,4843,false
    45,0,0,0,236,261,40,0,3,4843,false
    2,0,0,6,65,80,10,0,2,4843,false
    1,0,0,2,12,18,3,0,1,4843,false
    58,0,0,6,314,345,20,0,2,4843,false
    2,0,0,0,20,31,1,0,1,4843,false
    3,0,0,2,26,32,2,0,1,4843,false
    61,0,1,36,761,889,30,0,1,4843,false
    42,0,0,3,218,238,6,0,1,4843,true
    6,0,0,0,36,42,2,0,1,4843,false
    6,0,0,3,84,101,2,0,1,4843,false
    5,0,0,3,62,78,3,0,1,4843,false
    17,0,0,2,104,117,5,0,1,4843,false
    1,0,0,1,59,72,13,0,2,56,false
    1,0,1,0,4,10,3,0,2,56,false
    19,0,0,8,250,295,10,2,3,4843,false
    11,0,2,3,99,128,8,1,2,56,false
    55,0,1,4,522,610,14,1,2,56,false
    7,0,1,5,148,195,4,0,2,56,false
    22,0,0,6,245,301,11,1,2,56,false
    4,0,1,4,50,64,6,0,3,4843,false
    112,0,1,4,463,487,17,2,2,56,false
    8,0,1,3,144,188,6,0,2,56,false
    19,0,4,20,208,306,5,0,2,56,false
    5,0,0,3,122,144,10,1,3,4843,false
    5,0,0,6,224,266,10,1,3,56,false
    10,0,0,3,145,162,10,1,3,56,false
    52,0,0,10,760,931,15,1,2,56,false
    1,0,0,3,128,159,11,0,3,56,false
    2,0,0,6,43,57,3,0,2,56,false
    3,0,0,5,39,48,3,0,2,56,false
    1,0,1,1,11,19,2,0,1,4843,false
    32,0,0,4,265,475,6,0,1,4843,false
    5,0,0,0,64,90,2,0,1,4843,false
    1,0,0,2,11,15,1,0,1,4843,false
    5,0,5,4,89,134,2,0,1,4843,false
    109,0,2,7,618,773,2,0,1,4843,false
    11,0,13,0,145,312,7,0,3,4843,false
    6,0,0,3,38,45,2,0,1,4843,false
    52,0,1,4,287,352,2,0,1,4843,false
    31,0,0,7,279,334,2,0,1,4843,false
    2,0,0,0,37,46,1,0,1,4843,false
    3,0,0,4,58,69,6,0,2,4843,false
    18,0,1,8,226,312,16,0,2,4843,false
    29,0,1,6,273,469,13,0,3,4843,false
    16,0,1,7,173,275,21,0,2,75,false
    28,0,1,6,306,363,19,0,3,4843,false
    12,0,0,2,175,210,6,0,2,1328,false
    138,0,15,5,1085,1546,21,0,4,1328,false
    4,0,0,5,70,86,6,0,3,4843,false
    70,0,5,2,466,595,8,0,3,4843,false
    2,0,0,3,30,37,1,0,1,4843,false
    12,0,0,5,165,186,22,0,3,4843,false
    3,0,0,0,82,98,5,0,1,4843,true
    4,0,0,9,70,86,14,0,2,4843,false
    3,0,0,0,42,52,5,0,1,4843,false
    3,0,0,2,27,31,3,0,1,4843,false
    37,0,0,9,227,263,40,0,5,1328,false
    1,0,0,0,40,47,2,0,1,4843,false
    5,0,0,5,65,78,9,0,1,4843,false
    72,0,0,0,665,752,21,0,2,4843,true
    1,0,0,10,65,80,3,0,1,4843,false
    9,0,0,2,98,114,3,0,1,4843,false
    5,0,0,3,26,35,2,0,2,4843,false
    7,0,0,3,36,45,1,0,1,1328,false
    9,0,0,3,37,46,2,0,2,4843,false
    615,0,5,88,3204,3840,252,0,10,1328,true
    8,0,1,10,153,189,4,0,2,4843,true
    10,0,0,7,103,128,31,0,6,1328,true
    51,0,0,30,333,394,27,0,4,1328,false
    35,0,0,0,187,207,18,0,3,1328,true
    45,0,0,0,149,176,15,0,3,1328,true
    4,0,0,5,27,37,1,0,1,4843,false
    1,0,0,0,115,134,3,0,2,4843,false
    1,0,0,2,5,8,1,0,1,1328,false
    25,0,0,8,124,141,3,0,1,1328,false
    24,0,0,0,175,191,14,0,2,1328,false
    3,0,1,2,45,66,13,0,3,1328,false
    12,0,0,0,114,139,15,0,2,1328,false
    10,0,0,2,48,58,5,0,2,4843,false
    19,0,0,9,113,186,4,0,2,4843,false
    16,0,0,0,119,142,5,0,1,1328,true
    33,0,0,10,160,194,19,0,5,4843,true
    9,0,0,0,53,65,9,0,2,1328,false
    21,0,0,5,91,106,8,0,2,1328,false
    43,0,5,7,188,270,17,0,5,1328,true
    10,0,6,3,110,163,8,0,2,1328,true
    6,0,5,1,40,71,2,0,1,1328,false
    59,0,3,16,392,519,25,0,2,1328,true
    16,0,2,2,99,149,7,0,2,1328,false
    3,0,1,2,24,58,1,0,1,4843,false
    15,0,0,3,93,125,10,0,2,4843,false
    33,0,2,11,183,262,2,0,2,4843,false
    7,0,1,2,38,63,1,0,1,1328,false
    89,0,3,20,454,541,5,0,2,4843,true
    78,0,0,5,496,565,32,0,5,1328,true
    1,0,0,1,10,15,3,0,2,4843,false
    1,0,0,1,10,16,3,0,2,4843,false
    18,0,9,0,169,245,3,0,1,4843,false
    60,0,2,5,310,397,21,0,3,1328,false
    10,0,0,10,126,155,8,0,2,4843,false
    33,0,2,7,250,327,13,0,2,4843,false
    1,0,0,2,18,22,3,0,1,56,false
    23,0,0,5,150,169,12,0,3,4843,false
    17,0,0,2,55,63,10,0,3,152,false
    10,0,0,3,64,74,3,0,2,4843,false
    8,0,0,2,48,59,1,0,1,1328,false
    16,0,0,3,198,234,6,0,2,4843,false
    1,0,0,1,20,39,13,0,4,56,false
    87,0,1,0,373,445,20,0,3,1328,true
    16,0,0,4,146,179,20,0,4,4843,false
    17,0,32,1,341,700,2,0,1,4843,false
    11,0,2,8,80,109,18,0,2,1328,false
    43,0,0,3,179,197,6,0,2,4843,false
    2,0,0,6,27,39,7,0,2,1328,false
    9,0,0,8,59,72,3,0,1,1328,false
    5,0,0,8,38,48,5,0,1,1328,false
    2,0,0,7,31,41,2,0,1,1328,false
    10,0,1,3,55,67,6,0,2,1328,false
    1,0,0,2,5,8,1,0,1,1328,false
    1,0,0,5,9,12,4,0,2,1328,false
    1,0,0,3,8,13,4,0,1,1328,false
    1,0,0,2,5,8,4,0,1,1328,false
    1,0,0,4,9,12,6,0,1,1328,false
    1,0,0,3,6,7,1,0,1,1328,false
    1,0,0,2,7,10,7,0,1,1328,false
    219,0,2,51,1132,1358,43,1,4,1328,true
    171,0,0,40,924,1059,26,0,6,1328,true
    67,0,5,18,393,496,11,0,4,224,true
    1,0,0,4,20,28,6,0,1,1328,false
    1,0,0,4,20,27,10,0,2,1328,false
    8,0,0,7,61,71,10,0,1,1328,false
    72,0,0,38,553,628,9,0,3,1328,false
    7,0,0,7,98,114,8,0,2,1328,true
    1,0,0,4,17,24,5,0,1,1328,true
    1,0,0,2,4,8,1,0,1,1328,false
    10,0,0,4,69,100,4,0,2,1328,true
    42,0,1,39,548,650,7,0,3,1328,false
    4,0,0,11,60,95,2,0,1,1328,false
    63,0,0,22,419,505,10,0,3,1328,true
    2,0,0,3,13,41,2,0,1,1328,false
    39,0,0,14,220,275,4,0,2,1328,false
    2,0,0,5,33,63,2,0,1,1328,false
    16,0,0,6,71,102,3,0,2,1328,false
    1,0,0,5,27,56,3,0,1,1328,false
    11,0,0,35,190,249,2,0,2,224,false
    6,0,0,7,46,62,1,0,1,1328,false
    3,0,0,2,18,25,1,0,1,1328,false
    8,0,0,2,38,48,1,0,1,1328,false
    4,0,0,5,50,62,6,0,1,1328,false
    5,0,0,9,57,73,8,0,2,1328,true
    1,0,0,4,29,38,5,0,2,1328,false
    3,0,0,4,42,54,7,0,1,1328,true
    27,0,0,9,114,128,2,0,1,1328,false
    11,0,0,10,101,128,11,0,1,1328,true
    2,0,0,6,41,53,3,0,2,1328,false
    3,0,0,6,46,58,2,0,2,1328,false
    4,0,2,9,67,88,3,0,2,1328,false
    2,0,0,11,58,79,4,0,1,4843,false
    1,0,0,8,34,41,2,0,1,4843,false
    27,0,0,8,221,288,8,0,3,1328,false
    1,0,0,2,7,12,4,0,2,4843,false
    20,0,6,10,358,445,159,0,7,1328,true
    1,0,0,1,157,189,40,0,3,4843,false
    9,0,0,2,94,109,8,0,4,4843,false
    3,0,0,2,27,33,2,0,1,4843,false
    26,0,5,1,160,224,39,0,3,4843,false
    15,0,0,4,71,82,6,0,1,1328,false
    6,0,0,2,55,65,4,0,3,12,false
    11,0,0,6,72,84,4,0,1,4843,false
    1,0,0,6,24,36,2,0,1,224,false
    69,0,4,18,423,598,3,0,2,1328,false
    8,0,0,7,80,93,4,0,2,4843,false
    14,0,0,3,91,112,23,0,2,4843,false
    13,0,0,7,70,83,5,0,1,4843,false
    3,0,0,5,34,42,2,0,1,4843,false
    42,0,1,21,227,258,12,0,2,4843,false
    3,0,0,10,66,68,2,0,1,4843,false
    3,0,0,10,66,68,6,0,2,4843,false
    7,0,0,8,55,69,3,0,1,4843,false
    3,0,0,5,34,42,6,0,1,4843,false
    12,0,0,6,55,65,2,0,1,4843,false
    41,0,1,20,208,257,1,0,1,4843,false
    53,0,0,18,241,272,3,0,1,4843,true
    7,0,0,5,39,50,4,0,1,4843,true
    17,0,0,0,107,126,1,0,1,4843,false
    9,0,0,7,57,67,8,0,1,4843,false
    4,0,0,5,33,44,2,0,1,4843,false
    60,0,0,13,332,357,10,0,1,4843,false
    13,0,0,7,64,77,4,0,1,4843,false
    20,0,0,8,150,173,12,0,1,4843,true
    7,0,0,8,91,103,2,0,1,4843,false
    11,0,1,2,42,59,2,0,2,20,false
    15,0,0,4,49,57,5,0,3,75,false
    150,0,1,36,688,769,21,0,2,4843,true
    36,0,0,0,271,298,11,0,1,4843,false
    22,0,0,16,88,104,3,0,1,4843,false
    15,0,0,22,147,175,4,0,1,1328,true
    1,0,2,9,46,64,1,0,1,56,false
    5,0,0,3,33,40,2,0,1,4843,false
    2,0,0,2,14,16,1,0,1,4843,false
    11,0,0,2,120,141,1,0,1,152,false
    2,0,0,4,104,126,9,0,1,152,false
    1,0,0,2,107,127,18,0,1,152,false
    1,0,0,8,59,78,10,0,2,152,false
    3,0,0,2,17,23,2,0,1,152,false
    1,0,0,2,14,18,1,0,1,152,false
    15,0,0,2,99,118,5,0,2,152,false
    1,0,0,2,7,11,1,0,1,152,false
    43,0,0,13,223,264,7,0,1,152,false
    25,0,0,7,253,287,4,0,2,152,false
    1,0,0,2,21,25,1,0,1,152,false
    25,0,0,3,175,204,14,0,5,152,false
    56,0,0,6,292,330,11,0,2,152,false
    8,0,0,7,68,88,2,0,1,152,false
    19,0,0,2,82,95,8,0,3,152,false
    16,0,0,20,235,288,9,0,3,152,false
    11,0,0,23,114,144,9,0,1,152,false
    7,0,0,2,22,30,4,0,1,152,false
    31,0,0,2,156,182,3,0,1,152,false
    1,0,0,1,7,10,1,0,1,152,false
    55,0,0,31,309,366,12,0,1,152,false
    12,0,0,8,66,86,4,0,1,152,false
    1,0,0,8,10,19,5,0,1,152,false
    1,0,0,8,24,33,3,0,1,152,false
    67,0,0,2,662,794,7,0,1,152,false
    10,0,0,10,228,282,3,0,1,152,false
    2,0,0,3,76,92,1,0,1,152,false
    31,0,0,5,457,505,7,0,1,152,false
    10,0,0,4,127,148,2,0,1,152,false
    39,0,0,3,308,369,6,0,2,4843,false
    32,0,0,6,346,408,9,0,1,152,false
    94,0,0,7,728,853,12,0,2,152,false
    4,0,0,2,29,36,3,0,2,4843,false
    66,0,0,20,289,323,13,0,3,152,false
    1,0,0,4,17,24,1,0,1,152,false
    1,0,0,2,8,12,3,0,1,1328,false
    1,0,0,1,5,11,2,0,1,1328,false
    1,0,0,2,14,22,3,0,1,1328,false
    1,0,0,2,11,16,3,0,1,1328,false
    1,0,0,1,7,11,3,0,1,1328,false
    1,0,0,1,3,6,1,0,1,1328,false
    1,0,0,2,14,21,3,0,1,1328,false
    1,0,0,2,11,15,3,0,1,1328,false
    1,0,0,1,3,6,1,0,1,1328,false
    1,0,0,5,9,31,1,0,1,1328,false
    1,0,0,6,10,32,1,0,1,1328,false
    1,0,0,4,20,27,4,0,3,12,false
    1,0,0,1,4,25,2,0,2,1328,false
    1,0,0,4,25,47,3,0,2,1328,false
    1,0,0,1,4,6,1,0,1,1328,false
    8,0,0,6,107,133,8,0,1,1328,false
    2,0,2,0,62,98,3,0,1,1328,false
    1,0,4,1,19,46,1,0,1,16,false
    37,0,1,41,500,601,22,0,2,1328,false
    5,0,0,5,92,120,4,0,1,1328,false
    8,0,0,5,120,152,4,0,1,1328,false
    12,0,0,107,751,884,6,0,2,1328,false
    12,0,1,8,164,215,7,0,1,1328,false
    36,0,0,14,437,524,5,0,2,1328,false
    3,0,0,29,297,347,11,0,2,1328,false
    2,0,0,8,141,162,7,0,2,1328,false
    584,0,60,5,2225,3315,0,4735,1,4,false
    1,0,3,0,14,62,0,4735,1,1,false
    1049,0,93,19,4244,6309,0,4735,1,5,false
    28,0,18,0,158,751,0,4735,1,3,false
    13,0,11,0,88,199,0,4735,1,2,false
    18,0,11,0,88,194,0,4735,1,2,false
    524,0,40,0,1705,3345,0,4735,1,4,false
    160,0,32,2,723,1555,0,4735,1,3,false
    4,0,4,0,38,124,0,4735,1,2,false
    13,0,13,0,85,200,0,4735,1,2,false
    7,0,16,0,62,190,0,4735,1,2,false
    18,0,11,0,83,184,0,4735,1,2,false
    1,0,2,0,11,165,0,4735,1,1,false
    1,0,1,1,16,70,0,4735,1,2,false
    306,0,27,0,810,1420,0,4735,1,4,false
    35,0,0,0,174,342,0,4735,1,2,false
    11,0,16,0,114,281,0,4735,1,4,false
    19,0,13,0,152,328,0,4735,1,4,false
    254,0,28,27,1346,1632,0,4735,1,2,false
    20,0,19,0,158,640,0,4735,1,2,false
    171,0,25,10,695,1469,0,4735,1,2,false
    27,0,18,0,157,745,0,4735,1,3,false
    571,0,40,0,1755,3428,0,4735,1,3,false
    149,0,32,2,694,1510,0,4735,1,3,false
    4,0,4,0,38,122,0,4735,1,2,false
    165,0,18,6,575,1354,0,4735,1,2,false
    112,0,22,0,490,1165,0,4735,1,2,false
    1,0,2,0,11,165,0,4735,1,2,false
    1,0,1,1,16,69,0,4735,1,3,false
    10,0,8,0,67,198,0,4735,1,2,false
    1,0,6,0,10,134,0,4735,1,1,false
    1,0,0,0,1,29,0,4735,1,4,false
    1,0,1,3,25,78,1,1466,3,4,false
    3,0,1,2,25,57,1,1466,2,3,false
    6,0,1,4,50,91,1,1466,3,5,false
    7,0,1,10,91,149,3,1466,4,14,false
    9,0,2,11,99,165,3,1466,4,15,false
    1,0,1,1,6,32,1,319,3,3,false
    2,0,1,6,39,76,1,319,4,7,true
    76,0,7,0,270,522,0,230,1,1,true
    4,0,1,1,28,60,1,1466,2,5,true
    1,0,1,1,6,32,1,1466,2,3,false
    166,0,1,5,777,885,10,1466,8,25,false
    4,0,1,1,31,65,1,1466,2,5,true
    65,0,1,59,282,377,3,1466,4,6,false
    6,0,1,2,45,79,1,1466,2,3,false
    9,0,2,2,110,188,1,1466,2,3,false
    1,0,1,4,20,51,1,1466,2,2,false
    66,0,8,1,455,778,1,1466,2,3,false
    82,0,8,15,639,1053,1,1466,3,8,true
    12,0,4,1,105,264,1,1466,2,4,false
    28,0,1,2,120,162,4,1466,4,17,true
    4,0,3,7,67,116,0,4735,1,1,true
    10,0,0,5,101,144,1,4735,3,9,true
    6,0,1,12,57,95,2,1466,2,7,false
    4,0,1,1,20,45,1,1466,2,2,false
    1,0,1,5,60,97,1,1466,2,3,false
    16,0,9,0,78,156,1,1466,1,2,false
    1,0,1,2,9,37,1,1466,1,2,false
    1,0,1,4,17,45,1,1466,1,2,false
    1,0,1,3,12,39,1,1466,1,2,false
    1,0,1,3,12,38,1,1466,1,2,false
    1,0,1,3,14,42,1,1466,1,2,false
    1,0,1,2,9,36,1,1466,1,2,false
    1,0,1,1,4,29,1,1466,1,2,false
    16,0,1,6,81,114,3,1466,3,7,true
    66,0,3,14,336,408,1,1466,8,83,true
    1,0,1,1,9,36,1,1466,3,7,false
    1,0,7,0,15,99,1,31,3,6,false
    1,0,3,0,5,39,1,1466,2,3,false
    5,0,2,1,257,312,1,762,9,27,false
    1,0,3,3,31,77,1,1466,3,6,false
    1,0,4,5,44,90,1,1466,4,8,false
    3,0,1,5,31,63,1,1466,2,4,false
    1,0,1,2,15,43,1,1466,2,4,false
    1,0,1,2,12,40,1,1466,2,4,false
    1,0,4,2,24,68,1,1466,3,4,false
    1,0,3,0,5,39,1,1466,2,3,false
    1,0,1,4,19,47,2,1466,2,4,false
    1,0,1,1,6,31,1,1466,2,3,false
    1,0,1,1,7,33,1,1466,2,4,false
    1,0,1,5,27,60,1,1466,3,5,false
    1,0,5,0,10,54,1,1466,3,4,false
    15,0,3,6,70,115,1,1466,2,4,false
    1,0,1,2,12,38,1,1466,2,4,true
    3,0,1,3,59,95,1,1466,4,9,true
    2,0,1,2,20,47,1,1466,3,6,false
    2,0,1,1,10,35,1,1466,3,3,false
    9,0,1,3,39,72,1,1466,2,4,false
    1,0,1,1,13,40,1,1466,3,4,false
    1,0,1,2,18,46,1,1466,3,3,false
    10,0,2,20,143,196,1,474,6,12,false
    1,0,2,10,56,96,1,474,6,9,false
    25,0,4,17,248,324,2,1466,4,9,false
    4,0,1,2,26,55,1,1466,2,4,false
    26,0,1,17,221,294,1,1466,4,9,false
    1,0,1,9,65,111,1,1466,3,4,false
    41,0,1,1,187,234,2,474,8,19,false
    1,0,1,5,33,65,1,1466,3,3,false
    1,0,1,2,18,46,1,1466,2,2,false
    1,0,2,10,60,101,1,1466,3,6,false
    1,0,1,4,27,56,1,1466,3,5,false
    3,0,1,3,29,59,1,1466,2,2,false
    4,0,1,1,96,137,2,1466,2,7,false
    23,0,10,8,229,312,1,4735,6,16,false
    1,0,1,2,18,46,1,1466,3,3,false
    1,0,22,3,134,251,1,244,5,12,false
    1,0,11,2,58,126,1,1466,4,8,false
    19,0,1,7,111,154,1,4735,7,15,false
    12,0,7,9,128,200,0,811,4,5,false
    4,0,0,9,57,90,0,1466,2,2,false
    3,0,1,1,92,135,1,1466,4,13,false
    1,0,1,2,18,46,1,1466,3,3,false
    1,0,4,3,35,80,1,1466,3,6,false
    1,0,3,1,23,58,1,1466,4,6,false
    3,0,1,6,43,76,1,1466,2,3,false
    9,0,1,1,135,181,2,1466,3,11,false
    1,0,1,2,18,46,1,1466,3,3,false
    1,0,5,6,58,111,1,1466,3,6,false
    1,0,5,1,31,74,1,1466,4,6,false
    3,0,1,5,41,74,1,1466,3,5,false
    24,0,1,1,250,318,3,1466,5,17,true
    32,0,8,10,254,333,1,4735,7,18,false
    1,0,1,2,18,46,1,1466,3,3,false
    2,0,22,5,155,274,1,1466,5,14,false
    1,0,13,2,67,143,1,1466,4,10,false
    5,0,1,5,57,91,1,1466,5,12,false
    3,0,1,1,92,135,1,1466,5,14,false
    1,0,1,2,18,48,1,1466,2,2,false
    2,0,4,3,42,94,1,1466,3,3,false
    1,0,4,0,21,65,1,1466,2,2,false
    1,0,1,2,22,53,1,1466,3,3,false
    1,0,1,1,58,93,1,1466,2,3,true
    1,0,1,2,18,48,1,1466,2,2,false
    2,0,4,3,44,101,1,1466,3,4,false
    1,0,5,0,26,79,1,474,3,3,false
    3,0,3,2,48,93,1,1466,2,2,false
    8,0,1,1,71,103,1,474,3,4,true
    1,0,1,2,18,48,1,1466,2,2,false
    11,0,17,3,137,282,1,1466,3,4,false
    1,0,9,0,43,125,1,1466,2,2,false
    1,0,1,2,22,53,1,1466,3,3,false
    1,0,1,1,58,95,1,1466,2,3,true
    1,0,1,2,18,46,1,1466,3,3,false
    8,0,5,4,74,124,1,762,5,10,false
    1,0,4,1,28,69,1,1466,5,8,false
    1,0,2,2,30,66,1,474,4,8,false
    2,0,1,1,86,127,1,230,6,14,true
    1,0,1,2,18,46,1,1466,3,3,false
    5,0,9,4,97,163,1,762,6,11,false
    1,0,9,1,48,108,1,1466,5,7,false
    1,0,1,4,40,73,1,474,4,7,false
    15,0,1,1,183,249,3,1466,10,21,true
    1,0,1,2,18,46,1,1466,2,2,false
    4,0,1,8,62,98,1,1466,2,2,false
    6,0,9,8,102,179,1,474,4,5,false
    1,0,7,1,39,94,1,474,4,4,false
    9,0,1,6,73,108,1,1466,2,2,false
    4,0,1,1,68,101,1,474,5,6,true
    1,0,1,2,18,48,1,1466,2,2,false
    30,0,28,3,240,489,2,31,4,7,true
    1,0,14,0,64,194,2,31,4,5,false
    3,0,3,3,53,104,1,1466,2,2,false
    4,0,1,1,85,120,2,31,4,6,true
    1,0,1,2,18,48,1,1466,2,2,false
    3,0,7,4,57,130,1,1466,2,2,false
    1,0,5,0,25,79,1,1466,2,2,false
    1,0,1,2,22,53,1,1466,3,3,false
    1,0,1,1,57,90,1,1466,2,3,true
    1,0,1,2,18,48,1,1466,2,2,false
    2,0,7,3,55,127,1,1466,2,2,false
    1,0,6,0,30,90,1,1466,2,2,false
    4,0,2,3,51,91,1,1466,2,2,false
    6,0,1,1,69,102,1,1466,2,3,true
    1,0,1,2,18,48,1,1466,2,2,false
    32,0,30,3,259,531,2,31,4,7,false
    1,0,15,0,68,217,1,1466,3,3,false
    3,0,2,4,53,93,1,1466,2,2,false
    4,0,1,1,84,118,1,1466,3,4,true
    1,0,1,2,18,46,1,1466,3,3,false
    1,0,1,18,103,148,2,474,7,12,true
    1,0,7,3,46,103,1,474,6,9,true
    1,0,1,5,35,68,1,1466,3,6,false
    16,0,1,1,94,130,2,474,8,18,false
    1,0,1,2,18,46,1,1466,2,2,false
    12,0,13,24,310,427,1,762,4,4,false
    5,0,1,8,75,110,1,1466,2,3,false
    39,0,5,56,554,695,1,762,4,6,false
    1,0,2,2,18,52,1,1466,2,2,false
    1,0,1,1,14,41,1,1466,2,2,false
    8,0,1,13,127,171,1,1466,2,4,false
    13,0,1,1,143,195,1,1466,3,7,false
    1,0,1,2,18,46,1,1466,2,2,false
    1,0,1,3,23,51,1,1466,3,4,false
    1,0,1,1,14,40,1,474,3,3,false
    6,0,2,7,93,136,1,1466,4,4,false
    1,0,1,1,38,70,1,474,3,4,true
    1,0,1,1,13,40,1,1466,3,4,false
    1,0,1,2,18,46,1,1466,3,3,false
    1,0,3,0,15,50,1,1466,2,3,false
    20,0,7,28,234,342,2,31,8,15,false
    1,0,14,1,73,198,1,31,7,9,false
    1,0,1,2,22,52,1,1466,4,7,false
    9,0,1,1,98,140,1,31,7,13,true
    1,0,1,2,19,47,1,1466,2,3,false
    1,0,1,1,13,40,1,1466,2,3,false
    1,0,1,5,29,61,1,1466,2,2,false
    1,0,1,1,40,72,1,474,4,8,true
    1,0,2,5,37,73,1,474,3,5,false
    1,0,1,2,18,46,1,1466,2,2,false
    1,0,1,12,63,101,1,1466,4,7,false
    1,0,1,1,12,39,1,1466,2,2,false
    5,0,1,4,50,82,1,1466,2,3,false
    1,0,1,1,43,76,1,474,4,9,true
    1,0,1,2,18,46,1,1466,3,3,false
    6,0,3,14,104,166,2,1466,4,11,false
    1,0,6,2,37,89,1,1466,4,8,false
    4,0,1,16,119,164,1,1466,4,7,false
    34,0,1,1,195,237,2,1466,5,17,true
    1,0,1,2,18,46,1,1466,3,3,false
    1,0,1,15,78,124,1,1466,4,11,false
    1,0,1,6,34,66,1,1466,5,10,false
    1,0,1,2,22,54,1,1466,2,3,false
    1,0,0,0,66,105,1,1466,3,11,false
    1,0,0,0,20,49,1,1466,2,3,false
    19,0,1,1,141,189,2,1466,5,23,true
    1,0,1,2,18,46,1,1466,3,3,false
    1,0,1,0,6,32,1,1466,2,4,false
    3,0,5,3,53,115,1,1466,6,14,false
    1,0,3,2,26,68,1,1466,6,10,false
    1,0,1,2,22,52,1,1466,4,7,false
    1,0,1,1,71,109,1,762,6,17,true
    1,0,1,2,18,46,1,1466,3,3,false
    1,0,1,12,65,112,1,1466,2,2,false
    21,0,21,4,233,383,2,474,5,18,false
    1,0,20,2,98,213,1,474,5,13,false
    1,0,1,2,22,52,1,474,4,8,false
    3,0,1,1,71,109,1,1466,5,13,true
    1,0,0,0,1,23,1,1466,2,3,false
    1,0,1,2,18,46,1,1466,3,3,false
    3,0,5,7,70,130,1,762,6,12,false
    1,0,4,1,28,71,1,1466,5,8,false
    1,0,1,2,22,52,1,1466,4,7,false
    7,0,1,1,89,127,2,762,5,19,true
    1,0,0,0,1,23,1,1466,2,3,false
    1,0,1,2,18,46,1,1466,2,2,false
    3,0,0,9,53,86,1,1466,5,8,false
    1,0,2,2,23,57,1,474,5,7,false
    1,0,0,5,26,54,1,1466,4,4,false
    2,0,1,1,55,92,1,474,5,8,true
    7,0,1,1,67,103,1,474,5,11,true
    1,0,1,2,18,45,1,1466,2,3,false
    4,0,1,10,65,104,1,1466,5,9,false
    1,0,5,0,30,72,1,474,5,8,false
    1,0,1,4,24,54,1,1466,4,5,false
    1,0,1,2,18,46,1,1466,3,3,false
    1,0,6,2,40,100,1,762,4,10,false
    1,0,1,2,18,46,1,1466,5,8,false
    1,0,1,2,22,55,1,1466,2,3,false
    1,0,0,0,34,67,1,762,4,8,false
    1,0,0,0,20,50,1,1466,2,3,false
    6,0,1,1,92,136,1,1466,4,14,true
    1,0,0,0,1,23,1,1466,2,3,false
    1,0,0,0,1,23,1,1466,2,3,false
    1,0,1,2,19,48,1,1466,4,4,false
